Protein	Gene	Description	Group	Peptides	Collapsed	ChrI-TEF1-SRPrec-32	ChrI-ADH1-SRP-3	ChrI-CYC1-SRP-6	ChrI-TEF1-SRP-15	ChrI-SRPrec-2cAlpha	HO-SRPrec-1aAlpha	ChrI-ADH1-SRP-1aAlpha	ChrI-TEF1-SRP-1aAlpha	WT MATa	Bridge
sp|P0CX42|RL23B_YEAST	RPL23B	60S ribosomal protein L23-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL23B PE=1 SV=1	1154	12	C	1018.887229	1203.74369	1166.252442	1153.394796	1017.891263	1151.250508	1114.887033	1140.84594	1531.533254	1186.529499
sp|P19955|RT31_YEAST	YMR31	"37S ribosomal protein YMR-31, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR31 PE=1 SV=1"	1155	1	C	95.81561137	107.3658648	93.16188718	106.9480612	100.2503269	90.32788795	92.36588867	99.90703275	113.6331829	107.0366302
sp|P05759|RS27A_YEAST	RPS31	Ubiquitin-40S ribosomal protein S31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS31 PE=1 SV=3	1156	6	C	841.8409657	838.6540951	794.4615639	741.0515592	695.5480847	824.4917111	776.4337068	785.379758	933.3123406	800.2195533
sp|P53927|NOP15_YEAST	NOP15	Ribosome biogenesis protein 15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP15 PE=1 SV=1	1157	2	C	115.7970974	116.8694766	117.165667	128.2962083	110.0163121	153.7386201	137.8764176	136.630249	215.6269995	133.022599
sp|P34167|IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF3 PE=1 SV=1	1158	18	C	1287.929233	1516.567965	1572.330146	1596.720864	1385.419274	1509.182098	1641.195684	1452.715286	2217.782237	1600.372739
sp|P53849|GIS2_YEAST	GIS2	Zinc finger protein GIS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GIS2 PE=1 SV=1	1160	1	C	110.3506599	109.3607243	86.58444117	126.0838877	65.86551254	107.2538509	119.7942645	102.042665	88.30926331	88.3613958
sp|Q08548|ALE1_YEAST	ALE1	Lysophospholipid acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALE1 PE=1 SV=1	1161	2	C	295.2375337	317.5452744	306.9041129	298.017402	292.1278237	290.4672519	288.8221529	322.2910204	396.8371275	333.9379028
sp|P14743|NMT_YEAST	NMT1	Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NMT1 PE=1 SV=1	1162	6	C	678.1626336	735.2991606	699.0859447	720.2258646	763.5140094	719.3240782	661.2049125	680.7689762	760.6573892	748.3756114
sp|P40053|AIM9_YEAST	AIM9	"Altered inheritance of mitochondria protein 9, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM9 PE=1 SV=1"	1164	4	C	564.5692004	594.3034994	591.3686698	611.6589593	582.0415405	591.3398511	575.3224994	554.9808723	751.5726419	645.1418753
##sp|P13188|SYQ_YEAST	##GLN4	####Glutamine--tRNA ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLN4 PE=1 SV=2	1165	1	C	153.7250781	140.7613283	130.6842436	124.527793	136.4728794	141.5827443	136.2950106	139.5002639	102.7829515	125.5694575
sp|P53303|ZPR1_YEAST	ZPR1	Zinc finger protein ZPR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZPR1 PE=1 SV=1	1166	8	C	854.023508	723.120922	744.9398195	753.3313753	812.0538174	745.0177176	720.523791	709.0018018	1165.749106	791.6827151
sp|Q07381|TSR1_YEAST	TSR1	Ribosome biogenesis protein TSR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TSR1 PE=1 SV=1	1167	3	C	200.9490015	216.6669958	200.8061049	224.7120144	206.2588998	196.2136494	208.650973	206.3923943	307.130096	225.036328
sp|P53064|RTF1_YEAST	RTF1	RNA polymerase-associated protein RTF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTF1 PE=1 SV=2	1168	2	C	158.9624015	169.2671134	155.7308393	159.2663985	151.7265954	156.0637338	159.3577655	170.8253532	165.0313715	173.8636524
sp|P40056|GET2_YEAST	GET2	Golgi to ER traffic protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET2 PE=1 SV=2	1169	1	C	236.7702435	244.7768391	225.9948118	238.3456557	259.9286924	237.3067908	240.8397842	240.8253651	216.9382463	237.887095
sp|Q3E757|RL11B_YEAST	RPL11B	60S ribosomal protein L11-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL11B PE=1 SV=3	1171	5	C	691.959488	762.97266	681.10888	656.6799714	600.5277153	695.7702025	703.5844705	676.702421	795.8999434	669.9123591
sp|P22141|PSB4_YEAST	PRE1	Proteasome subunit beta type-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE1 PE=1 SV=2	1172	2	C	218.4713631	217.8629015	227.2027569	211.0933134	210.3724927	189.4905902	207.8021511	222.181681	222.565121	236.271505
sp|Q12156|AIM7_YEAST	AIM7	Protein AIM7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM7 PE=1 SV=1	1173	1	C	60.97922233	62.236385	51.07996349	54.11336255	63.76068987	57.26678904	59.86714508	52.5730507	49.42408345	57.58753502
sp|P35732|DEF1_YEAST	DEF1	RNA polymerase II degradation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DEF1 PE=1 SV=1	1174	6	C	402.8873123	622.9426118	580.9855464	626.8452475	531.78455	507.5152795	764.5091754	510.0157037	859.8213592	629.2239525
sp|Q99207|NOP14_YEAST	NOP14	Nucleolar complex protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP14 PE=1 SV=1	1175	1	C	177.1521014	196.4699269	156.6125291	168.5087271	178.5360084	167.1929761	193.2862221	193.6329016	334.6521067	200.9930493
sp|P48606|TBCA_YEAST	RBL2	Tubulin-specific chaperone A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RBL2 PE=1 SV=1	1176	1	C	189.6031386	153.0516831	154.6489929	179.2221052	150.8376202	153.1630052	237.6935755	180.4060853	195.3138625	183.3865315
sp|P36010|NDK_YEAST	YNK1	Nucleoside diphosphate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNK1 PE=1 SV=1	1178	2	C	189.4906158	180.1009682	173.9360826	166.41478	183.2484589	191.9392707	195.2847141	200.6571699	246.1668171	200.4099579
sp|P13259|PCY1_YEAST	PCT1	Choline-phosphate cytidylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PCT1 PE=1 SV=2	1179	1	C	45.08186809	49.2280828	40.41722127	53.48908589	50.00784226	48.71669303	57.73288057	50.89597208	60.39096962	55.96047281
sp|Q01976|ADPP_YEAST	YSA1	ADP-ribose pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YSA1 PE=1 SV=2	1180	6	C	897.1843557	772.1833557	750.3990906	741.0917833	807.0169449	713.9273019	797.9218922	755.7629822	589.3629124	694.7368856
sp|P32905|RSSA1_YEAST	RPS0A	40S ribosomal protein S0-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS0A PE=1 SV=3	1181	8	C	473.783358	489.967801	510.6104869	512.8435036	468.5987046	475.7699601	467.9265047	498.5776912	606.3994241	512.8189861
sp|P46654|RSSA2_YEAST	RPS0B	40S ribosomal protein S0-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS0B PE=1 SV=2	1181	2	C	242.1445996	235.3409011	209.5149184	201.9153432	187.9060223	191.9526571	180.3585375	194.7970055	225.8581554	207.4648905
sp|P01123|YPT1_YEAST	YPT1	GTP-binding protein YPT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT1 PE=1 SV=2	1183	12	C	1339.934818	1354.443964	1303.31968	1286.559259	1316.163502	1302.424089	1277.012993	1306.943998	1149.563637	1304.020058
sp|P07560|SEC4_YEAST	SEC4	Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC4 PE=1 SV=1	1183	7	C	1036.127726	986.2120866	1022.439928	988.0511237	979.6045628	1038.15607	896.5044001	976.2591752	828.1067898	960.3753417
sp|Q99260|YPT6_YEAST	YPT6	GTP-binding protein YPT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT6 PE=1 SV=1	1183	2	C	145.1031582	142.4723622	135.3759142	144.8305755	151.5952584	148.9761529	142.6059868	132.3090084	125.9072881	146.0876402
sp|P00427|COX6_YEAST	COX6	"Cytochrome c oxidase subunit 6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX6 PE=1 SV=1"	1184	5	C	464.8662049	444.8062015	411.7701571	486.3496712	436.1692435	424.3167792	459.3103275	475.2103158	319.683904	411.7450587
sp|Q12136|SAS10_YEAST	SAS10	Something about silencing protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAS10 PE=1 SV=1	1185	2	C	255.7988509	252.7986996	230.028968	254.4536484	235.8626548	266.9422084	267.0585156	254.241994	423.6438449	285.726194
sp|P25374|NFS1_YEAST	NFS1	"Cysteine desulfurase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFS1 PE=1 SV=2"	1186	5	C	520.5237675	506.3296893	508.115535	512.6584732	486.2596125	470.6388522	427.8345657	495.0733658	439.1162585	483.6122666
sp|P40506|PPCS_YEAST	CAB2	Phosphopantothenate--cysteine ligase CAB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAB2 PE=1 SV=2	1187	1	C	63.5464132	64.11256301	60.49703114	57.21946071	69.33663221	61.10240291	65.71346699	63.04181748	59.02161924	61.65922003
sp|Q08925|MRN1_YEAST	MRN1	RNA-binding protein MRN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRN1 PE=1 SV=1	1189	6	C	363.2514361	360.7221149	380.8539692	381.9993916	388.1773264	375.2669709	393.5740039	393.8984328	375.1799253	396.1314811
sp|P20840|SAG1_YEAST	SAG1	Alpha-agglutinin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAG1 PE=1 SV=2	1190	2	C	76.52407942	61.42571449	59.95270527	52.29799545	193.1908669	270.1899536	402.6805247	244.0894214	11.10927355	141.7945701
sp|P53278|YG3A_YEAST	YGR130C	Uncharacterized protein YGR130C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR130C PE=1 SV=1	1192	6	C	351.033243	401.4707822	401.5621707	486.312895	439.7359255	397.7355189	504.0361113	405.5586942	428.6315054	406.0696351
sp|P38137|FAT2_YEAST	PCS60	Peroxisomal-coenzyme A synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PCS60 PE=1 SV=1	1193	2	C	194.1319026	165.0390212	171.9775503	157.5057361	173.9382328	143.7461916	144.0379464	145.8577854	458.7976401	210.2447672
sp|P20604|PP11_YEAST	SIT4	Serine/threonine-protein phosphatase PP1-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIT4 PE=1 SV=1	1194	6	C	323.8016124	298.2592755	327.4421813	311.970537	314.107171	320.4568941	302.8037831	298.1860187	309.8025631	308.694309
sp|Q02774|SHR3_YEAST	SHR3	Secretory component protein SHR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHR3 PE=1 SV=2	1196	1	C	88.25474796	100.5092043	83.51003585	82.66137778	102.1243297	87.52827804	93.71706858	97.20148208	84.43071766	93.68241353
sp|P25373|GLRX1_YEAST	GRX1	Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX1 PE=1 SV=1	1198	6	C	710.2706233	419.2780599	589.75841	387.6548876	446.6879662	340.2512525	508.7861929	502.0639965	627.7649896	515.1115311
sp|Q06146|YL257_YEAST	YLR257W	Uncharacterized protein YLR257W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR257W PE=1 SV=1	1199	7	C	569.8087519	574.0397669	519.8967522	617.0650665	577.7789683	562.315059	656.3893867	649.2793025	632.9570196	589.3433408
sp|P41920|YRB1_YEAST	YRB1	Ran-specific GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRB1 PE=1 SV=1	1201	6	C	685.2248316	709.0649902	705.4719409	694.739931	654.7855841	700.9373507	815.0184742	698.772343	987.1793726	834.7916624
sp|D6VTK4|STE2_YEAST	STE2	Pheromone alpha factor receptor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE2 PE=1 SV=2	1202	1	C	24.76270221	57.59447314	41.29660928	55.35743376	15.7127095	15.25348743	9.996562853	9.104146181	82.70849422	21.58936435
sp|P40422|RPAB4_YEAST	RPC10	"DNA-directed RNA polymerases I, II, and III subunit RPABC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPC10 PE=1 SV=1"	1204	2	C	121.2249297	119.2915895	125.6212825	139.0601537	104.2120001	121.714246	140.5996805	120.6571564	157.9254283	131.2069565
sp|P34223|UBX1_YEAST	SHP1	UBX domain-containing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHP1 PE=1 SV=1	1205	5	C	456.1718693	401.9081362	348.4165911	398.4475645	389.5024581	344.3135083	371.9852102	360.1562358	390.1593161	384.0325703
sp|P38853|KEL1_YEAST	KEL1	Kelch repeat-containing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KEL1 PE=1 SV=1	1206	2	C	194.8972804	186.3885634	182.9441302	208.5500066	181.3999394	195.9345945	194.4222173	184.297244	183.5894666	167.1102207
sp|Q12233|ATPN_YEAST	ATP20	"ATP synthase subunit g, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP20 PE=1 SV=1"	1207	4	C	462.2336172	460.8226508	481.9830897	440.3805217	490.6927267	400.9750264	412.5284216	489.3729804	481.2074293	477.4627849
sp|P39685|PO152_YEAST	POM152	Nucleoporin POM152 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POM152 PE=1 SV=1	1208	1	C	47.94819134	48.88234082	45.67633585	61.57698533	55.6424942	74.5963003	55.78029716	58.96805418	81.94919432	51.30427415
sp|P30656|PSB5_YEAST	PRE2	Proteasome subunit beta type-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE2 PE=1 SV=3	1209	4	C	587.6519707	559.3636611	545.5928561	527.4655064	593.0562074	546.9351216	550.3413485	620.6884759	698.036778	585.7812682
sp|P32337|IMB3_YEAST	PSE1	Importin subunit beta-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSE1 PE=1 SV=2	1210	12	C	1138.262774	1178.411499	1125.91088	1097.260464	1206.340275	1139.810289	1029.389471	1039.79835	1510.589108	1192.815509
sp|P43619|NADC_YEAST	BNA6	Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BNA6 PE=1 SV=1	1211	3	C	299.9267262	251.3957325	260.6759454	303.9395258	323.4507214	348.8690012	309.9782329	251.3948046	199.98751	223.3591105
sp|Q08726|GPN2_YEAST	GPN2	GPN-loop GTPase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPN2 PE=1 SV=1	1212	2	C	93.49585924	93.36265795	113.5938726	106.1523154	98.72132885	112.3427402	107.9429916	97.26683528	150.2436703	132.3029788
sp|P32473|ODPB_YEAST	PDB1	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDB1 PE=1 SV=2"	1213	8	C	984.5922861	965.2332348	941.6817447	926.623312	1002.905121	1038.598851	998.2887931	1086.161885	793.3639713	1001.542547
sp|P35179|SC61G_YEAST	SSS1	Protein transport protein SSS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSS1 PE=1 SV=2	1214	2	C	75.78666518	78.43999764	75.81141267	72.96313878	64.98888698	67.70508746	75.89171094	76.3605367	85.34888876	72.01511403
sp|P04037|COX4_YEAST	COX4	"Cytochrome c oxidase subunit 4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX4 PE=1 SV=1"	1215	1	C	40.92955412	39.80992171	53.05901184	51.63142612	41.17689826	34.50260763	67.49394175	48.94702894	66.06319346	50.18208382
sp|P34227|PRX1_YEAST	PRX1	Mitochondrial peroxiredoxin PRX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRX1 PE=1 SV=1	1216	6	C	712.4698312	587.3401771	663.0147236	619.1636106	652.8204296	608.3518989	583.2627448	605.5599294	658.6963911	635.9186009
sp|P32288|GLNA_YEAST	GLN1	Glutamine synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLN1 PE=1 SV=4	1217	13	C	1533.986506	1696.903266	1666.473801	1688.592506	1568.555998	1898.314284	1783.659061	1783.541868	323.2484366	1518.047809
sp|P02994|EF1A_YEAST	TEF1	Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TEF1 PE=1 SV=1	1218	52	C	4280.578818	5526.346716	6122.480052	5488.899642	5396.990753	5463.502392	5587.318895	5474.232064	7632.679488	5463.149833
sp|P47165|XPT1_YEAST	XPT1	Xanthine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=XPT1 PE=1 SV=1	1219	4	C	256.8171265	274.5552941	272.7143639	273.4324862	261.9624559	255.7326478	298.6212108	259.9591982	192.3266365	256.1184214
sp|P61830|H3_YEAST	HHT1	Histone H3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HHT1 PE=1 SV=2	1220	2	C	158.9857974	230.1471959	207.3382154	212.2471679	137.5157345	184.6642802	189.7717673	206.3131055	157.376465	188.9491292
sp|P33754|SEC66_YEAST	SEC66	Translocation protein SEC66 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC66 PE=1 SV=1	1221	3	C	237.3451124	240.3942085	223.0324942	209.3429942	211.5123804	227.1629931	197.7784337	218.5980668	207.041242	233.4356894
sp|P42940|ETFB_YEAST	CIR1	Probable electron transfer flavoprotein subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CIR1 PE=1 SV=1	1222	2	C	90.72278508	126.7548893	250.1957459	181.1907833	111.6403824	141.9874253	263.4024277	101.9263748	228.1882663	157.4365911
sp|Q12481|RRP36_YEAST	RRP36	rRNA biogenesis protein RRP36 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP36 PE=1 SV=1	1223	2	C	80.87648343	85.60411898	75.43411748	93.79722295	87.12799499	89.65527312	85.88055723	81.83566977	134.8257055	87.12552633
sp|Q12123|DCS2_YEAST	DCS2	Inactive diphosphatase DCS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DCS2 PE=1 SV=3	1224	4	C	156.9158236	154.5657562	161.8786492	145.136278	164.5799805	146.7725464	125.7965782	161.7035353	144.5541422	144.6114233
sp|P32458|CDC11_YEAST	CDC11	Cell division control protein 11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC11 PE=1 SV=1	1225	3	C	222.9009734	225.3201409	228.3146268	224.5085958	215.7739724	233.3804584	213.8747929	208.9080123	215.5874682	228.6391696
sp|Q08280|BSC6_YEAST	BSC6	Bypass of stop codon protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BSC6 PE=1 SV=1	1226	1	C	45.59958436	70.59328083	57.94993836	62.80071468	61.29596458	67.65751428	62.53492688	63.37038553	99.43173884	72.39692042
sp|P35527|K1C9_HUMAN_contaminant	KRT9	"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3"	1227	3	C	335.6410159	302.9792647	302.8469387	353.099014	230.8493054	212.6696469	195.1508953	294.4762631	138.7497495	231.000927
sp|P15365|DAL5_YEAST	DAL5	Allantoate permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAL5 PE=1 SV=1	1228	7	C	415.0564855	463.8841289	459.463471	704.501724	509.47588	623.8564327	529.3151802	637.6478733	88.38161311	466.2939761
sp|P36018|YPT52_YEAST	YPT52	GTP-binding protein YPT52 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT52 PE=1 SV=1	1229	6	C	610.2412004	598.3679626	564.726826	551.8837799	575.3619752	572.0799188	622.1600818	564.4306577	654.2286049	572.1558903
sp|P32621|GDA1_YEAST	GDA1	Guanosine-diphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDA1 PE=1 SV=1	1230	11	C	833.2714079	928.6884183	907.0066159	961.060812	863.6143768	882.2344379	910.6677115	916.7985692	1206.876607	974.3979803
sp|P47045|TIM54_YEAST	TIM54	Mitochondrial import inner membrane translocase subunit TIM54 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM54 PE=1 SV=1	1231	1	C	77.04914866	72.30461778	73.10959885	68.36553427	76.77658001	71.6113403	70.93660319	83.06813033	91.21220556	94.64920762
sp|P32657|CHD1_YEAST	CHD1	Chromo domain-containing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHD1 PE=1 SV=1	1232	1	C	154.0960691	165.8288846	150.6238438	154.3533229	147.8276503	144.6101289	164.1371505	170.765286	188.133332	166.2597605
sp|P41896|T2FB_YEAST	TFG2	Transcription initiation factor IIF subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TFG2 PE=1 SV=2	1233	2	C	207.1700638	179.496955	165.5114914	171.9392607	163.3656032	177.3161794	168.1390185	172.6033449	172.4684828	177.8770283
sp|P35207|SKI2_YEAST	SKI2	Antiviral helicase SKI2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SKI2 PE=1 SV=2	1234	7	C	466.9294942	473.1584581	457.180685	454.6014336	476.8748967	458.0309282	417.3849722	441.8357306	522.5027524	450.2215103
sp|P47035|NET1_YEAST	NET1	Nucleolar protein NET1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NET1 PE=1 SV=1	1235	1	C	53.19999786	70.78690846	73.72317889	79.94361372	65.68115066	63.10541939	85.21312339	64.23331216	103.425895	69.54043594
sp|P38736|GOSR1_YEAST	GOS1	Golgi SNAP receptor complex member 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GOS1 PE=1 SV=1	1236	5	C	468.423485	516.7009387	523.6797119	508.2843993	488.5295865	485.0426125	518.1173731	515.2103226	446.0506506	480.7394745
sp|P38255|RXT2_YEAST	RXT2	Transcriptional regulatory protein RXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RXT2 PE=1 SV=2	1237	2	C	112.4292122	124.1226848	132.4075919	127.018234	127.1087463	132.1700497	132.5656642	143.7205913	130.3996882	141.5528004
sp|P38821|DNPEP_YEAST	APE4	Aspartyl aminopeptidase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APE4 PE=1 SV=1	1238	4	C	398.9523567	377.9657817	379.5629591	393.8631764	404.9502392	384.3573624	404.5705942	410.1718618	344.122471	398.5520218
sp|P35189|TAF14_YEAST	TAF14	Transcription initiation factor TFIID subunit 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF14 PE=1 SV=1	1239	8	C	796.7672305	867.2245238	882.0450867	858.0218352	783.7555915	815.4280924	1038.600508	822.1925946	1227.634285	888.6750023
sp|P35191|MDJ1_YEAST	MDJ1	"DnaJ homolog 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDJ1 PE=1 SV=1"	1240	3	C	141.9926271	126.9366993	111.581298	132.8196857	145.4743655	134.2006627	123.1495041	142.4495676	127.1238089	135.2601532
sp|Q03919|RUB1_YEAST	RUB1	NEDD8-like protein RUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RUB1 PE=1 SV=1	1242	1	C	64.61348581	60.10324889	64.51227254	49.98867749	73.71966201	62.88454389	55.48853295	76.06704794	64.91864955	75.09431101
sp|P53388|DIP5_YEAST	DIP5	Dicarboxylic amino acid permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIP5 PE=1 SV=1	1243	5	C	287.5113397	258.2994616	246.2816837	283.8516545	303.963837	337.5441116	291.6567687	331.0284077	305.4444204	303.8409021
sp|P50109|PSP2_YEAST	PSP2	Protein PSP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSP2 PE=1 SV=2	1244	5	C	483.6240892	480.6803411	465.4421485	479.0679759	481.4677717	480.2801453	490.3523989	483.5176214	632.6892508	516.3383934
sp|P24521|ERG8_YEAST	ERG8	Phosphomevalonate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG8 PE=1 SV=2	1245	3	C	425.4197236	445.3112292	455.0720353	418.8710189	440.7719198	435.3821787	488.6029858	413.143991	484.9174074	452.373734
